index,Bayesian_POS_bias,Bayesian_POS_weighted_mae_0,Bayesian_POS_weighted_mae_0.5,Bayesian_POS_weighted_mae_1,Bayesian_POS_weighted_mae_1.5,Bayesian_POS_censored_fraction,Bayesian_POS_accuracy,Bayesian_POS_overestimation_rate,Bayesian_POS_underestimation_rate,Bayesian_POS_gini_coefficient,Bayesian_POS_overstock,POS,Magazine
0,1.302325581395349,1.3953488372093024,1.2894338550499154,1.178294573643411,1.0697460686655862,0.3359375,0.1395348837209302,0.813953488372093,0.0465116279069767,0.2643410852713177,58.0,EHA0089518,A
1,1.372093023255814,1.372093023255814,1.278602685743144,1.1857142857142855,1.096128859508558,0.3257575757575757,0.1860465116279069,0.813953488372093,0.0,0.3082380764682695,59.0,EHA0101910,A
2,1.3,1.3,1.246599096140823,1.1935483870967742,1.1425885945740322,0.3125,0.1,0.9,0.0,0.2538461538461538,13.0,EHA0106382,A
3,2.1627906976744184,2.302325581395349,2.111943655452208,1.9272727272727272,1.7658872463090844,0.3257575757575757,0.0232558139534883,0.9302325581395348,0.0465116279069767,0.2320883251115808,96.0,EHA0158067,A
4,1.744186046511628,1.744186046511628,1.6295520672699455,1.5112781954887218,1.3962783287658111,0.3257575757575757,0.1162790697674418,0.8837209302325582,0.0,0.2431007751937983,75.0,EHA0184875,A
5,2.4878048780487805,2.5853658536585367,2.31660276299183,2.09009009009009,1.905327147228436,0.3106060606060606,0.024390243902439,0.926829268292683,0.048780487804878,0.2825586746433501,104.0,EHA0231386,A
6,0.8947368421052632,0.8947368421052632,0.820083707046199,0.7457627118644068,0.6735906178514566,0.3333333333333333,0.2631578947368421,0.7368421052631579,0.0,0.3653250773993808,17.0,EHA0239697,A
7,1.3953488372093024,1.3953488372093024,1.3389219240899597,1.2847682119205297,1.233801914619136,0.3257575757575757,0.1162790697674418,0.8837209302325582,0.0,0.2527131782945735,60.0,EHA0261979,A
8,1.4651162790697674,1.558139534883721,1.428991967123646,1.316326530612245,1.2206346708457263,0.3257575757575757,0.0930232558139534,0.8604651162790697,0.0465116279069767,0.3186393613328704,65.0,EHA0307318,A
9,0.5777777777777777,0.7555555555555555,0.7399508901425099,0.7256637168141593,0.7141084453650965,0.3409090909090909,0.2888888888888888,0.6222222222222222,0.0888888888888888,0.3281045751633988,30.0,EHA0335024,A
10,1.5777777777777775,1.5777777777777775,1.5387163026445372,1.5,1.4619000272262408,0.3409090909090909,0.0444444444444444,0.9555555555555556,0.0,0.1758998435054775,71.0,EHA0372748,A
11,0.5384615384615384,0.6410256410256411,0.6455639394919548,0.651685393258427,0.6596767650413438,0.2954545454545454,0.358974358974359,0.5897435897435898,0.0512820512820512,0.358974358974359,23.0,EHA0385575,A
12,0.6521739130434783,0.6521739130434783,0.6511517442775104,0.65,0.6487205431018942,0.3484848484848485,0.3695652173913043,0.6304347826086957,0.0,0.3898550724637679,30.0,EHA0398972,A
13,2.804878048780488,2.902439024390244,2.7002012345644144,2.492957746478873,2.2864345286510863,0.3106060606060606,0.073170731707317,0.902439024390244,0.024390243902439,0.2598893215822915,117.0,EHA0400471,A
14,-1.0,1.0,1.0,1.0,1.0,0.0481927710843373,0.0,0.0,1.0,0.0,0.0,EHA0424159,A
15,0.5925925925925926,0.5925925925925926,0.5946159022631743,0.5967741935483871,0.599033249307667,0.2231404958677686,0.4074074074074074,0.5925925925925926,0.0,0.4074074074074074,16.0,EHA0538154,A
16,0.25,0.25,0.25,0.25,0.25,0.1066666666666666,0.75,0.25,0.0,0.75,2.0,EHA0545458,A
17,0.4827586206896552,0.4827586206896552,0.4790460981476267,0.4745762711864407,0.4692142292403866,0.2301587301587301,0.5172413793103449,0.4827586206896552,0.0,0.5172413793103448,14.0,EHA0561956,A
18,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1304347826086956,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333335,2.0,EHA0564794,A
19,0.7111111111111111,0.7555555555555555,0.7365895391524387,0.7213114754098361,0.7107338073382309,0.3409090909090909,0.2444444444444444,0.7333333333333333,0.0222222222222222,0.2444444444444444,33.0,EHA0673832,A
20,1.2666666666666666,1.3555555555555556,1.3234006721900928,1.2941176470588236,1.2723028704675747,0.3409090909090909,0.0666666666666666,0.9111111111111112,0.0222222222222222,0.225865209471767,59.0,EHA0692864,A
21,1.9047619047619049,2.0,1.793820803314671,1.625,1.4908578228282103,0.3134328358208955,0.0952380952380952,0.8571428571428571,0.0476190476190476,0.3310657596371882,41.0,EHA0694591,A
22,2.6666666666666665,2.923076923076923,2.716192148179949,2.5245398773006134,2.3496565106861267,0.2977099236641221,0.0769230769230769,0.8461538461538461,0.0769230769230769,0.2564102564102566,109.0,EHA0720314,A
23,0.4,0.4,0.4,0.4,0.4,0.0378787878787878,0.6,0.4,0.0,0.6000000000000001,2.0,EHA0796669,A
24,1.2272727272727273,1.2272727272727273,1.1815592787218303,1.1349206349206349,1.088454084851228,0.3384615384615385,0.1136363636363636,0.8863636363636364,0.0,0.276936026936027,54.0,EHA0989127,A
25,2.380952380952381,2.4285714285714284,2.2800530666206207,2.1343283582089554,1.9965504292856264,0.3181818181818182,0.0,0.9761904761904762,0.0238095238095238,0.1928104575163398,101.0,EHA1030471,A
26,0.0,0.0,0.0,0.0,0.0,0.0638297872340425,1.0,0.0,0.0,,0.0,EHA1051064,A
27,1.6046511627906976,1.6046511627906976,1.562073392190268,1.5151515151515151,1.462986307288161,0.3257575757575757,0.0465116279069767,0.9534883720930232,0.0,0.1691944725311762,69.0,EHA1148638,A
28,1.3076923076923077,1.3076923076923077,1.2468501680237651,1.1946308724832215,1.1500910343088866,0.325,0.0769230769230769,0.9230769230769232,0.0,0.2614379084967322,51.0,EHA1177798,A
